313659-Quintino Alcantara-4670.21
210856-Artur Grillo-18617.49
776000-Antonio Viegas-17339.24
849819-Zungela Ipiranga-5884.35
299247-Ubaldo Mainha-21326.51
88598-Flamednia Leiria-3624.84
474397-Taercio Mafra-18825.69
111836-Lina Andrade-11189.41
795271-Trajano Fagundes-4540.60
805804-Gaudancio Fiees-8048.55
949245-Henrique Bento-19651.69
194923-Almerinda Palmeira-12708.96
845337-Clarindo Areosa-16786.72
694147-Aludsio Sosa-11140.38
854798-Filomena Barrios-11613.37
702046-Urbano Rodrigues-16384.26
836589-Polibe Olivares-12064.17
979335-Branco Saraba-17505.28
815896-Romo Paranage-4108.40
811941-Polibe Olivares-21396.46
777539-Delfina Perdigon-881.11
763689-Estanislau Beserra-3023.06
15491-Almerinda Palmeira-17581.52
707366-Emedlio Pimentel-14583.62
834470-Micaela Chavez-11307.33
129012-Fulvio Villegas-11944.35
423861-Clara Alcantara-1477.88
287537-Spnia ou Sonia Guerreiro-7347.68
91855-Cleusa Goes-4861.00
472989-Branco Saraba-20769.12
709065-Jussara Varanda-13432.06
146446-Neuza Francia-8994.86
963286-Moaci Mendoa-4600.18
484640-Basilio Pedroso-17587.25
43976-Basilio Pedroso-10890.76
940541-Antonio Viegas-5837.21
295638-Fulvio Villegas-6051.45
67312-Neuza Francia-8884.33
367400-Spnia ou Sonia Guerreiro-4050.41
23876-Zungela Ipiranga-17565.14
842546-Henrique Bento-14527.39
772653-Taercio Mafra-14588.86
9122-Delfina Perdigon-8983.65
913640-Romo Paranage-14498.50
696708-Andreia Moita-20798.94
213124-Fulvio Villegas-18023.51
164934-Trajano Fagundes-1081.63
421432-Rebeca Neto-3512.30
445600-Cleusa Goes-21345.97
86040-Angelica Aranha-15741.38
638339-Letedcia Gago-8094.97
912742-Jussara Varanda-20762.69
672936-Esperada Cardoso-13817.95
967118-Artur Grillo-4842.25
986300-Micaela Chavez-8419.21
597658-Antonio Viegas-14381.35
930203-Taercio Mafra-13198.16
407796-Telma Villalobos-6347.54
834328-Esperada Cardoso-1177.16
301652-Artur Grillo-2548.02
799111-Ermelinda Quintela-9754.40
35768-Micaela Chavez-14753.53
190775-Mercia Caeira-5065.42
194714-Anfnia Seixas-6765.09
81280-Lina Andrade-15964.96
861745-Tabalipa Duarte-606.09
509356-Henrique Bento-9475.40
319750-Guida Juca-5674.64
360240-Gaudancio Fiees-19562.98
30930-Sofras Cuaresma-12241.16
839344-Marilda Leio-1274.32
144381-Emedlia Silvera-1189.84
235046-Flamednia Leiria-5101.74
636813-Clara Alcantara-518.86
779675-Heleedsa Marins-1939.67
327635-Silvio Mata-8688.29
42875-Quintino Alcantara-17313.38
573977-Moaci Mendoa-7421.74
858725-Emedlia Silvera-4000.51
859072-Anind Zarco-6920.82
661057-Tibefarcio Colao-10449.21
419372-Urbano Rodrigues-1205.82
46759-Polibe Olivares-21428.17
216154-Clara Alcantara-20509.70
894676-Guida Juca-3292.66
68625-Cassandra Varejo-21145.94
368363-Zungela Ipiranga-2551.53
724093-Rodolfo Paz-3657.27
27260-Almerinda Palmeira-9335.85
661247-Judite Damasceno-20764.45
411355-Almerinda Palmeira-19016.22
593047-Dulce Froes-13845.58
758443-Liana Cardim-20006.04
98320-Jorgina Bogalho-21088.21
840094-Celeste Duarte-2382.32
32343-Quintiliano Sousa de Arronches-1328.17
569515-Anfnia Seixas-18531.85
960966-Camila Gabeira-20519.09
526447-Joaquim Rufino-12964.53
142550-Antonio Castelo-15431.14
356556-Quintino Alcantara-18685.25
491458-Nuno Balsemeo-2526.35
207989-Cassandra Varejo-11093.93
257549-Daniel Vieyra-6540.08
793302-Angilica Galante-10858.48
594923-Moaci Mendoa-4513.97
506401-Eurico Siqueira-17669.66
86962-Anind Zarco-3214.43
877880-Emedlio Pimentel-11519.70
770584-Marilda Leio-3636.29
624147-Fulvio Villegas-7959.85
615978-Oliveira Carmona-13464.77
165448-Zungela Ipiranga-21356.85
352020-Flamednia Leiria-10114.59
359146-Romo Paranage-247.68
597853-Neuza Francia-16523.63
169471-Branco Saraba-15663.86
926011-Ermelinda Quintela-219.89
624272-Joaquim Rufino-16798.67
775160-Neeamia Arruda-10311.54
39924-Taercio Mafra-1522.95
862621-Daniel Vieyra-9449.11
803596-Ximena Castilho-4985.92
170347-Odete Vasques-8139.44
28490-Gaudancio Fiees-18523.04
250825-Ximena Castilho-17044.18
869693-Heleedsa Marins-5031.04
970963-Augusta Paio-1015.46
515600-Armindo Castalo-4041.70
546404-Guida Juca-5599.45
205925-Domingos Pas-21119.85
850719-Telma Villalobos-4863.64
488596-Henrique Bento-2306.84
327545-Romo Paranage-3068.55
625116-Lurdes Cotrim-13688.83
690963-Tibefarcio Colao-2076.50
636360-Zungela Ipiranga-15695.20
484062-Branco Saraba-7790.07
321029-Angilica Galante-3050.39
541495-Letedcia Gago-12995.86
916043-Sidfnio Frois-19787.92
585173-Edgar Carvalheiro-9911.59
681215-Delfina Garcia de Gondim-18306.47
853265-Clarindo Areosa-1904.91
2399-Jonatas Felgueiras-13771.16
455060-Mercia Caeira-11203.23
841805-Clarindo Areosa-10724.76
332104-Filomena Barrios-6524.77
368321-Micaela Chavez-20297.98
574728-Eurico Siqueira-4418.55
242837-Tibefarcio Colao-12147.72
896221-Augusta Paio-2058.73
430205-Romo Paranage-5075.54
648385-Gaudancio Fiees-4709.24
721108-Rebeca Neto-9099.26
193217-Delfim Higuera-15293.81
315536-Emedlio Pimentel-18862.23
957759-Leonidas Mafra-3360.72
123553-Manuel Capiperibe-12754.40
328518-Armindo Castalo-8135.31
635410-Jussara Varanda-16577.74
733802-Clara Alcantara-16251.86
23469-Aludsio Sosa-12021.33
443951-Jussara Varanda-6192.98
871849-Judite Damasceno-1835.35
932281-Micaela Chavez-12637.28
316208-Rodolfo Paz-19200.44
692696-Adelino Barra-15745.18
545807-Filomena Barrios-10061.58
712921-Augusta Paio-5200.03
735535-Daniel Vieyra-14156.38
529690-Letedcia Gago-13768.88
713265-Zungela Ipiranga-13949.12
451121-Danilo Olaio-11528.72
112877-Armindo Castalo-8412.60
217283-Nuno Balsemeo-18371.93
703048-Manuel Capiperibe-9660.25
928329-Moaci Mendoa-14477.18
741582-Clara Alcantara-17872.64
994776-Heleedsa Marins-18669.77
778991-Ermelinda Quintela-21287.12
853416-Regina Barcellos-16397.58
630626-Estanislau Beserra-6059.88
540825-Judite Damasceno-16824.39
265103-Camila Gabeira-10450.68
524568-Augusta Paio-17512.86
512438-Cassandra Varejo-10355.05
576953-Oliveira Carmona-7839.50
159519-Emedlia Silvera-13326.91
900041-Camila Gabeira-18096.86
159742-Emedlia Silvera-8809.81
57680-Ubaldo Mainha-2043.51
360360-Cassandra Varejo-14049.82
91251-Carminda Morais-13900.39
694305-Taercio Mafra-7788.20
74075-Andreia Moita-19023.45
646490-Marilda Leio-17293.74
760463-Jussara Varanda-324.67
108689-Polibe Olivares-5336.26
720625-Danilo Olaio-20915.27
341895-Camila Gabeira-9312.03
675330-Delfim Higuera-6157.77
283326-Manuel Capiperibe-3746.53
879146-Danilo Olaio-16027.45
430265-Trajano Fagundes-11579.55
565912-Rodolfo Paz-20290.29
987017-Liana Cardim-17581.92
429332-Telma Villalobos-13114.69
337539-Eurico Siqueira-21365.78
420516-Sara Lameiras-17258.15
222094-Celeste Duarte-19461.57
4912-Estanislau Beserra-6313.48
655092-Neeamia Arruda-15686.32
770554-Almor Caiado-10690.27
957533-Taercio Mafra-8149.74
964778-Anind Zarco-18515.40
833211-Branco Saraba-16350.43
75270-Feledcia Peassego-12009.89
300612-Jussara Varanda-13333.26
152404-Fulvio Villegas-12172.63
47040-Dulce Froes-5150.01
144261-Guaraci Damasceno-1075.23
18101-Feledcia Peassego-1991.78
61622-Rodolfo Paz-474.65
366077-Estanislau Beserra-10424.22
625771-Lurdes Cotrim-18153.87
914780-Joaquim Rufino-21212.20
428649-Delfina Garcia de Gondim-15418.12
927843-Tibofarcio Camacho-1096.29
4698-Oliveira Carmona-5057.81
412543-Honorina Lira-5268.28
493274-Tibefarcio Colao-11039.73
438573-Danilo Olaio-7055.07
15414-Moaci Mendoa-18535.69
619296-Tibofarcio Camacho-18559.35
713187-Taercio Mafra-18705.61
863001-Anfnia Seixas-17789.92
572105-Ubaldo Mainha-11919.37
269833-Fulvio Villegas-14208.65
810076-Honorina Lira-3073.85
613350-Gaudancio Fiees-17247.98
934453-Almerinda Palmeira-11768.08
261946-Marilda Leio-14422.46
283624-Gaudancio Fiees-19422.62
770042-Jussara Varanda-15983.97
678733-Tabalipa Duarte-12256.27
490827-Joaquim Rufino-5280.06
39537-Camila Gabeira-11405.78
916484-Oliveira Senchez-21168.48
422281-Romo Paranage-4951.75
709332-Sofras Cuaresma-17877.88
824678-Artur Grillo-672.39
428932-Melinda Roserio-18835.01
540195-Rodolfo Paz-9933.01
736442-Gaudancio Fiees-17390.71
383749-Honorina Lira-8682.66
107889-Jonatas Felgueiras-1962.73
339994-Mercia Caeira-18443.12
508712-Melinda Roserio-9117.45
58240-Tarrataca Soares-18031.68
993274-Melinda Roserio-7293.93
726359-Trajano Fagundes-3647.34
299825-Neuza Francia-18131.63
119542-Odete Vasques-14852.20
717275-Basilio Pedroso-12344.73
712322-Taercio Mafra-7693.73
850573-Joaquim Rufino-19604.81
511381-Zulmira Becerra-1443.37
750501-Delfina Perdigon-8078.46
354117-Tibefarcio Colao-10769.04
132306-Eurico Siqueira-12588.97
214770-Mercia Caeira-9311.40
535964-Quintino Alcantara-12704.40
874184-Sidfnio Frois-15715.59
513056-Ermelinda Quintela-16292.77
255324-Estanislau Beserra-8945.05
747019-Romo Paranage-5928.72
28023-Cassandra Varejo-12523.83
621521-Clara Alcantara-18661.34
476702-Armanda Amorim-2560.04
15847-Delfina Garcia de Gondim-12121.37
948287-Aludsio Sosa-798.68
131406-Leonidas Mafra-12214.04
477784-Jorgina Bogalho-777.94
560321-Odilia Bello-19373.07
115458-Branco Saraba-20965.63
559649-Emedlia Silvera-14238.26
783-Spnia ou Sonia Guerreiro-1153.71
778855-Spnia ou Sonia Guerreiro-155.08
402577-Anfnia Seixas-20359.85
930189-Sidfnio Frois-15375.17
387670-Romo Paranage-13969.82
468674-Urbano Rodrigues-19791.13
22084-Ubaldo Mainha-8021.07
134738-Adelino Barra-14986.68
523910-Edgar Carvalheiro-10083.00
450980-Romo Paranage-1003.76
733815-Angilica Galante-7353.76
916502-Angelica Aranha-9101.55
749542-Liana Cardim-14325.58
587051-Antonio Castelo-12320.04
77687-Almerinda Palmeira-15673.92
919870-Adelina Quadros-12223.77
682266-Sara Lameiras-14673.99
755413-Esperada Cardoso-17265.34
136015-Joaquim Rufino-14815.74
595747-Moaci Mendoa-16270.25
397982-Basilio Pedroso-6082.75
570741-Nuno Balsemeo-18251.92
735547-Jorgina Bogalho-7014.58
918158-Daniel Vieyra-17880.45
134421-Cassandra Varejo-20021.22
332624-Tarrataca Soares-14235.59
160524-Taercio Mafra-12737.57
95907-Esperada Cardoso-16305.13
215446-Flor Portella-1361.65
150950-Quintino Alcantara-10347.61
462068-Dulce Froes-14551.59
149585-Spnia ou Sonia Guerreiro-15127.29
992355-Sofras Cuaresma-12229.81
909308-Silvio Mata-4744.16
346985-Oliveira Senchez-8045.50
176705-Elisa Themes-14628.83
899846-Manuel Capiperibe-1335.60
538493-Andreia Moita-19136.56
711031-Manuel Capiperibe-18593.88
490427-Mercia Caeira-9790.55
778605-Angelica Aranha-15205.17
374788-Spnia ou Sonia Guerreiro-20716.67
162776-Augusta Paio-13951.75
408461-Jorgina Bogalho-9236.01
215248-Micaela Chavez-18889.48
660823-Heleedsa Marins-15636.41
181408-Antonio Viegas-11700.57
975623-Domingos Pas-281.12
282528-Guida Juca-20118.23
754490-Neuza Francia-128.30
503610-Aludsio Sosa-21006.08
411516-Quintino Alcantara-2935.00
565303-Leonidas Mafra-7116.62
216870-Guaraci Damasceno-19090.71
284376-Odilia Camello-13788.02
902241-Jonatas Felgueiras-11229.80
919443-Esperada Cardoso-4176.77
496505-Armindo Castalo-5366.53
245687-Odete Vasques-9629.35
382435-Jonatas Felgueiras-18326.90
90403-Zulmira Becerra-20331.94
831659-Delfina Perdigon-8721.21
755789-Emedlia Silvera-20096.87
371500-Jussara Varanda-2264.20
588099-Oliveira Senchez-2917.04
268924-Camila Gabeira-8626.07
590680-Clara Alcantara-12545.26
485919-Guida Juca-16010.22
493132-Jussara Varanda-16682.68
839704-Joaquim Rufino-11681.67
16060-Liana Cardim-10797.74
317159-Romo Paranage-7761.22
634140-Lurdes Cotrim-1813.94
97075-Antonio Castelo-6907.65
147131-Emedlio Pimentel-10803.54
515906-Jussara Varanda-10916.22
380577-Micaela Chavez-1407.29
922551-Edgar Carvalheiro-15452.15
117451-Silvio Mata-10382.25
247806-Oliveira Senchez-6315.81
100810-Odete Vasques-3381.13
147369-Delfim Higuera-1109.47
315352-Cleusa Goes-2435.81
202765-Odilia Camello-14476.78
510128-Neeamia Arruda-13373.42
521817-Feledcia Peassego-12913.74
140072-Trajano Fagundes-2852.71
800690-Micaela Chavez-8841.93
483822-Odilia Camello-14773.11
951509-Sofras Cuaresma-8800.75
102536-Anfnia Seixas-9251.76
543660-Fulvio Villegas-14983.23
590187-Odilia Bello-13241.55
546963-Clarindo Areosa-2648.74
269136-Anfnia Seixas-6943.84
861157-Almerinda Palmeira-7569.06
75598-Oliveira Senchez-13150.46
535843-Guida Juca-14758.47
695108-Cleusa Goes-6928.47
111933-Angelica Aranha-6343.15
109670-Honorina Lira-3209.33
220732-Artur Grillo-8324.77
762277-Edgar Carvalheiro-7975.84
401149-Basilio Pedroso-3976.47
234425-Delfina Perdigon-3234.33
925586-Antonio Viegas-16552.94
474188-Armanda Amorim-11898.86
326216-Jonatas Felgueiras-12154.21
855164-Clarindo Areosa-11296.33
211188-Almerinda Palmeira-19707.45
158446-Camila Gabeira-753.71
281398-Taercio Mafra-765.92
243764-Anfnia Seixas-20853.54
360896-Tibofarcio Camacho-20502.71
351913-Anfnia Seixas-14190.22
243294-Emedlio Pimentel-15289.48
40504-Lurdes Cotrim-15239.38
399969-Romo Paranage-16892.64
606025-Antonio Castelo-7616.36
175200-Daniel Vieyra-2183.64
59003-Antonio Viegas-9395.22
876321-Delfim Higuera-17028.04
687168-Odilia Camello-18590.47
81729-Celeste Duarte-5849.24
123321-Fulvio Villegas-2927.93
597430-Aludsio Sosa-16770.36
397919-Jonatas Felgueiras-11995.93
567680-Clarindo Areosa-1755.09
675262-Jussara Varanda-806.32
932125-Danilo Olaio-16078.07
450203-Urbano Rodrigues-10963.82
822813-Melinda Roserio-10147.75
303393-Urbano Rodrigues-479.78
654218-Daniel Vieyra-11410.60
276439-Camila Gabeira-3967.00
953537-Leonidas Mafra-2858.13
578393-Almerinda Palmeira-3162.11
141549-Mercia Caeira-16777.79
1925-Anfnia Seixas-12909.71
498332-Aludsio Sosa-2854.19
358310-Judite Damasceno-6318.69
740307-Danilo Olaio-2582.09
442071-Branco Saraba-13885.12
707368-Telma Villalobos-18131.66
413445-Sidfnio Frois-14349.59
395863-Lurdes Cotrim-16729.12
930621-Jonatas Felgueiras-19084.91
574575-Sidfnio Frois-15181.49
727694-Delfim Higuera-436.67
512356-Ubaldo Mainha-3941.65
103760-Moaci Mendoa-6405.24
109967-Almerinda Palmeira-17222.64
374593-Sidfnio Frois-10472.22
133862-Sidfnio Frois-4744.46
953153-Clarindo Areosa-5888.60
988489-Joaquim Rufino-16832.55
320950-Oliveira Carmona-11397.02
381159-Ximena Castilho-1577.93
220443-Gaudancio Fiees-10605.21
546770-Danilo Olaio-17810.33
292265-Branco Saraba-17796.54
423483-Mercia Caeira-52.80
763238-Tarrataca Soares-17676.54
614922-Romo Paranage-6723.05
149106-Neeamia Arruda-77.74
158581-Odete Vasques-1707.63
80533-Taercio Mafra-14470.84
526059-Fulvio Villegas-20054.65
120357-Flamednia Leiria-13762.02
381703-Urbano Rodrigues-8502.65
808429-Antonio Viegas-7130.73
275199-Flamednia Leiria-15964.97
5966-Celeste Duarte-16112.60
475507-Artur Grillo-21458.75
391190-Liana Cardim-7185.40
682811-Taercio Mafra-9116.99
229882-Regina Barcellos-1032.96
995728-Polibe Olivares-2018.22
38574-Neuza Francia-5779.42
635169-Dulce Froes-12753.24
265165-Marilda Leio-5406.49
65028-Danilo Olaio-11619.24
144723-Regina Barcellos-5664.46
395197-Jussara Varanda-19489.22
950311-Ermelinda Quintela-14888.29
279570-Joaquim Rufino-19225.12
371465-Adelina Quadros-6382.58
63297-Anind Zarco-9232.54
736225-Odilia Camello-7878.09
610694-Trajano Fagundes-12924.44
266177-Flamednia Leiria-20707.09
994940-Flamednia Leiria-6072.91
736818-Antonio Viegas-12024.35
255050-Ermelinda Quintela-13288.31
648206-Andreia Moita-16587.81
98095-Elisa Themes-525.77
763299-Gaudancio Fiees-9759.48
207999-Emedlio Pimentel-15810.12
990960-Aludsio Sosa-17257.48
199833-Tarrataca Soares-6388.75
765379-Tibefarcio Colao-13181.41
463322-Clara Alcantara-1816.52
117917-Delfina Garcia de Gondim-9733.89
702428-Dulce Froes-10096.44
725065-Trajano Fagundes-2888.09
609722-Quintino Alcantara-16769.07
6507-Rebeca Neto-17906.70
661654-Quintino Alcantara-7333.95
570890-Henrique Bento-8543.86
321847-Cassandra Varejo-5841.02
636-Augusta Paio-11978.67
