772862-Quintino Alcantara-6910.91
565668-Fulvio Villegas-2429.03
601528-Anfnia Seixas-17885.99
290227-Polibe Olivares-18709.82
988999-Filomena Barrios-7580.55
931811-Henrique Bento-5519.27
418156-Delfina Garcia de Gondim-2756.39
728683-Heleedsa Marins-16128.08
851772-Emedlio Pimentel-6424.79
886792-Anind Zarco-10142.12
894924-Delfim Higuera-7965.02
150054-Cassandra Varejo-14260.67
460851-Lurdes Cotrim-751.85
884760-Judite Damasceno-15474.76
472936-Dulce Froes-11399.81
916730-Zungela Ipiranga-20559.13
877080-Adelino Barra-1508.47
426409-Telma Villalobos-4565.76
57110-Estanislau Beserra-16564.28
693746-Liana Cardim-14848.31
314306-Feledcia Peassego-7862.42
25633-Flamednia Leiria-14183.92
640154-Oliveira Carmona-16868.53
369915-Sara Lameiras-6052.54
598222-Tibefarcio Colao-18407.27
881853-Melinda Roserio-21216.44
608804-Tibefarcio Colao-4810.37
974258-Aludsio Sosa-1669.80
147748-Eurico Siqueira-6670.37
316640-Celeste Duarte-13707.31
698099-Daniel Vieyra-16710.45
97692-Emedlio Pimentel-1115.87
564735-Zungela Ipiranga-12302.27
217109-Clara Alcantara-3731.14
861393-Elisa Themes-15587.12
2937-Oliveira Senchez-12501.10
57201-Zulmira Becerra-21467.19
475045-Rodolfo Paz-2292.09
952450-Oliveira Senchez-14053.57
890242-Neuza Francia-20226.74
658863-Mercia Caeira-9478.88
185941-Zungela Ipiranga-11249.86
105177-Silvio Mata-18325.51
393776-Tibefarcio Colao-9982.84
936498-Neuza Francia-1696.62
238984-Adelino Barra-4866.65
185259-Esperada Cardoso-18577.22
168757-Emiliana Foquio-1387.13
648591-Domingos Pas-811.82
165518-Moaci Mendoa-11940.72
413286-Adelino Barra-6672.48
222553-Delfina Garcia de Gondim-14344.34
618953-Filomena Barrios-6190.55
758991-Camila Gabeira-20554.49
12583-Spnia ou Sonia Guerreiro-20539.02
494303-Trajano Fagundes-3076.57
86004-Joaquim Rufino-10858.42
429194-Letedcia Gago-5745.27
465428-Marilda Leio-10881.76
375158-Melinda Roserio-11463.42
475024-Delfina Perdigon-21197.55
979477-Silvio Mata-13844.94
469857-Celeste Duarte-11996.29
510900-Sofras Cuaresma-6479.04
868770-Zungela Ipiranga-1024.33
372158-Ximena Castilho-11219.28
56703-Judite Damasceno-6615.30
463256-Odilia Camello-8679.59
99565-Dulce Froes-19704.25
401728-Lina Andrade-10793.16
292693-Oliveira Senchez-2173.08
947674-Flamednia Leiria-3322.87
36260-Neeamia Arruda-4017.57
179982-Sofras Cuaresma-1107.84
805319-Ermelinda Quintela-4576.53
332418-Flamednia Leiria-16120.25
516615-Judite Damasceno-19130.82
59521-Antonio Castelo-10710.61
646247-Flor Portella-13721.61
892678-Eurico Siqueira-7500.79
513390-Lurdes Cotrim-3988.88
888965-Liana Cardim-9858.36
274661-Artur Grillo-17978.72
289430-Clara Alcantara-13065.68
724967-Joaquim Rufino-15673.74
593856-Tabalipa Duarte-3392.22
390400-Rebeca Neto-772.55
233306-Rebeca Neto-18673.15
35417-Tibofarcio Camacho-19889.61
778513-Emedlio Pimentel-15303.70
837754-Oliveira Carmona-16378.83
720867-Silvio Mata-1362.89
374626-Antonio Castelo-5575.64
301592-Neeamia Arruda-19538.53
12666-Guaraci Damasceno-6780.94
376618-Filomena Barrios-11276.88
281958-Andreia Moita-1295.95
785390-Feledcia Peassego-4928.28
350169-Cleusa Goes-9378.64
592212-Sofras Cuaresma-12876.42
