586196-Quintino Alcantara-17101.60
804842-Polibe Olivares-10040.53
239766-Delfina Perdigon-18028.24
711478-Tarrataca Soares-13519.33
448559-Oliveira Senchez-17578.83
83481-Sofras Cuaresma-21313.09
323474-Manuel Capiperibe-6183.73
179796-Quintino Alcantara-20616.62
986286-Polibe Olivares-14431.89
771045-Angelica Aranha-15440.26
98366-Emiliana Foquio-9411.28
360144-Angilica Galante-21209.33
78320-Cassandra Varejo-20826.89
799301-Oliveira Senchez-14699.17
382643-Adelino Barra-4738.82
417318-Rodolfo Paz-14599.66
126103-Guaraci Damasceno-20352.89
206965-Branco Saraba-1359.85
354095-Domingos Pas-15799.72
135923-Zulmira Becerra-9292.59
229629-Artur Grillo-13403.57
999164-Odilia Bello-5662.34
337923-Guida Juca-2098.28
16595-Almerinda Palmeira-4296.28
628170-Neuza Francia-5260.10
639171-Mercia Caeira-12264.28
475753-Eurico Siqueira-20345.54
684900-Anfnia Seixas-14702.77
588969-Basilio Pedroso-16946.31
682452-Neeamia Arruda-18487.67
801850-Eurico Siqueira-9255.13
566064-Jussara Varanda-6350.29
296288-Filomena Barrios-19813.67
715936-Sara Lameiras-3249.00
52838-Artur Grillo-13125.28
788258-Melinda Roserio-2596.83
5677-Neuza Francia-14451.59
28569-Telma Villalobos-11923.60
520378-Anind Zarco-15629.49
16447-Heleedsa Marins-18526.32
771468-Carminda Morais-14579.50
883809-Angelica Aranha-13200.32
746316-Neuza Francia-14123.29
437311-Daniel Vieyra-16700.45
756094-Andreia Moita-14156.14
85308-Letedcia Gago-11229.18
358624-Armindo Castalo-1044.40
702145-Nuno Balsemeo-3954.69
322835-Heleedsa Marins-21319.89
91143-Rebeca Neto-4515.22
142992-Armanda Amorim-5782.94
224364-Anind Zarco-17051.77
334422-Fulvio Villegas-1034.40
327442-Branco Saraba-2778.77
703667-Delfina Garcia de Gondim-5106.33
640325-Almerinda Palmeira-13277.19
260234-Jorgina Bogalho-18080.77
39147-Odilia Camello-18387.79
694670-Cleusa Goes-7426.19
815771-Clara Alcantara-2142.26
568550-Feledcia Peassego-21023.69
787562-Basilio Pedroso-8901.10
555223-Lina Andrade-15074.44
651468-Mercia Caeira-16407.72
824937-Basilio Pedroso-16149.92
95766-Oliveira Carmona-5951.48
317620-Anind Zarco-9884.09
463473-Spnia ou Sonia Guerreiro-20924.48
594598-Adelino Barra-8046.59
715023-Marilda Leio-8354.75
873897-Camila Gabeira-18900.43
326338-Emedlio Pimentel-11313.47
472507-Delfina Perdigon-20269.02
58719-Antonio Castelo-16940.70
522287-Micaela Chavez-18028.95
135655-Flor Portella-16215.07
951429-Anfnia Seixas-1253.41
877289-Clara Alcantara-17138.05
99028-Aludsio Sosa-3399.16
939482-Antonio Viegas-2831.47
6145-Moaci Mendoa-19950.21
958363-Sidfnio Frois-17588.64
20500-Quintino Alcantara-12798.52
559681-Tibofarcio Camacho-6614.28
354292-Filomena Barrios-1814.66
173410-Liana Cardim-3506.02
141006-Guida Juca-3490.70
33668-Manuel Capiperibe-19849.47
374190-Oliveira Senchez-6545.62
889946-Artur Grillo-13955.02
880356-Zungela Ipiranga-1270.24
430322-Delfim Higuera-10989.83
327407-Armindo Castalo-9065.19
159537-Carminda Morais-10570.79
61828-Melinda Roserio-10439.50
375571-Micaela Chavez-3346.40
712882-Zungela Ipiranga-16717.80
391383-Clara Alcantara-17488.14
390897-Oliveira Carmona-5107.05
306024-Anind Zarco-9095.95
