751667-Quintino Alcantara-6070.64
303557-Clara Alcantara-12926.95
656237-Henrique Bento-15044.14
100748-Mercia Caeira-6149.74
910772-Polibe Olivares-6577.86
421023-Quintiliano Sousa de Arronches-6142.84
128349-Emedlio Pimentel-19512.05
987543-Quintiliano Sousa de Arronches-3435.95
516991-Angilica Galante-8592.78
897923-Tibefarcio Colao-13008.86
269221-Celeste Duarte-13666.38
104752-Romo Paranage-4714.58
925226-Antonio Castelo-11941.14
113628-Armanda Amorim-6007.31
563396-Domingos Pas-81.58
286272-Flamednia Leiria-7465.79
321101-Angelica Aranha-6392.24
154937-Urbano Rodrigues-4777.28
634915-Edgar Carvalheiro-15392.45
905122-Neeamia Arruda-17291.43
589867-Odilia Camello-11319.28
338588-Emiliana Foquio-21100.33
298522-Elisa Themes-7984.75
672633-Sofras Cuaresma-11985.88
537497-Anfnia Seixas-19801.52
188528-Jonatas Felgueiras-18829.54
123571-Andreia Moita-237.92
780077-Henrique Bento-5389.47
547625-Esperada Cardoso-12105.82
77157-Heleedsa Marins-19454.87
525678-Elisa Themes-2095.93
612151-Camila Gabeira-9049.32
156486-Edgar Carvalheiro-10292.30
331271-Clarindo Areosa-20869.03
237256-Manuel Capiperibe-3979.57
301565-Danilo Olaio-9151.45
945222-Tibofarcio Camacho-21052.69
329279-Trajano Fagundes-16245.65
441281-Marilda Leio-19641.13
314571-Jussara Varanda-18357.06
330720-Artur Grillo-3927.48
791654-Lurdes Cotrim-11493.61
802124-Romo Paranage-2820.33
803708-Emedlio Pimentel-11323.65
393684-Tabalipa Duarte-61.18
135446-Cassandra Varejo-12064.20
864324-Cleusa Goes-11848.81
385067-Andreia Moita-5807.27
852613-Marilda Leio-20191.68
901876-Dulce Froes-5969.99
470683-Quintino Alcantara-1908.46
116197-Delfina Garcia de Gondim-19326.38
209710-Melinda Roserio-14899.56
49744-Odete Vasques-18087.60
792580-Spnia ou Sonia Guerreiro-19401.54
8421-Celeste Duarte-17168.06
369441-Delfina Garcia de Gondim-8741.86
515565-Augusta Paio-15835.71
743222-Emedlio Pimentel-889.40
83686-Delfina Garcia de Gondim-18958.42
163169-Tibefarcio Colao-3598.29
474647-Marilda Leio-21329.45
179327-Anfnia Seixas-16776.71
400991-Melinda Roserio-232.38
503615-Honorina Lira-14040.30
724454-Tarrataca Soares-19230.39
365075-Almor Caiado-3479.24
403404-Edgar Carvalheiro-9314.40
685071-Delfim Higuera-10031.83
135007-Heleedsa Marins-3797.83
584135-Jussara Varanda-8969.46
395880-Anfnia Seixas-7999.37
361895-Danilo Olaio-12381.17
284304-Silvio Mata-3460.34
483169-Rebeca Neto-14035.38
352172-Trajano Fagundes-1217.78
26761-Heleedsa Marins-20021.44
920316-Nuno Balsemeo-17870.63
868849-Micaela Chavez-572.65
274028-Guaraci Damasceno-9794.00
37729-Zulmira Becerra-8555.00
630636-Adelina Quadros-20238.96
685298-Quintino Alcantara-21222.58
927776-Joaquim Rufino-4930.59
407814-Tabalipa Duarte-10925.42
917994-Dulce Froes-15658.94
983087-Almerinda Palmeira-14824.37
488888-Delfina Garcia de Gondim-17163.57
434610-Danilo Olaio-17037.43
563476-Sidfnio Frois-15335.33
991875-Quintiliano Sousa de Arronches-9540.87
366625-Almerinda Palmeira-3252.34
678725-Clara Alcantara-17799.19
623856-Gaudancio Fiees-5533.63
603008-Tibefarcio Colao-9637.71
636148-Leonidas Mafra-1202.06
447732-Tarrataca Soares-20931.89
402834-Ermelinda Quintela-7881.94
453914-Silvio Mata-14316.29
253341-Marilda Leio-7317.08
